grid_index,q_bohr_inv,theta_deg,theta_rad,qx_bohr_inv,qy_bohr_inv,qz_bohr_inv,state,excitation_energy_eV,amp_cos,amp_sin,strength
1,0.05,22.5,0.39269908169872414,0.01913417161825449,0.0,0.04619397662556434,27,25.328884414515628,-9.795409634006197e-14,1.3844385240107503e-10,1.9166709862655637e-20
1,0.05,22.5,0.39269908169872414,0.01913417161825449,0.0,0.04619397662556434,28,25.91832376952536,-1.2108196714311176e-12,0.010608653332109039,0.00011254352552086822
1,0.05,22.5,0.39269908169872414,0.01913417161825449,0.0,0.04619397662556434,29,26.291932671007505,-0.0010632627922540177,-1.1329124286481662e-11,1.1305277653918108e-06
1,0.05,22.5,0.39269908169872414,0.01913417161825449,0.0,0.04619397662556434,30,26.43209942982244,0.0007249640019526351,4.96701788652047e-12,5.255728041271803e-07
1,0.05,22.5,0.39269908169872414,0.01913417161825449,0.0,0.04619397662556434,31,26.432099429879074,-0.00013598001264999258,-5.638915813138459e-12,1.8490563840292176e-08
1,0.05,22.5,0.39269908169872414,0.01913417161825449,0.0,0.04619397662556434,32,26.518243522671032,1.464395108670993e-12,-7.06912131362855e-12,5.2116929181096964e-23
1,0.05,22.5,0.39269908169872414,0.01913417161825449,0.0,0.04619397662556434,33,26.518243522730998,2.8831562847100943e-11,8.793723021535817e-12,9.085885807858205e-22
1,0.05,22.5,0.39269908169872414,0.01913417161825449,0.0,0.04619397662556434,34,26.54608589484942,-2.0199276216636875e-12,0.009630923631887861,9.275469000325607e-05
1,0.05,22.5,0.39269908169872414,0.01913417161825449,0.0,0.04619397662556434,35,26.546085894850595,5.915309184951882e-14,0.0080603339610891,6.49689835642863e-05
1,0.05,22.5,0.39269908169872414,0.01913417161825449,0.0,0.04619397662556434,36,26.692547387677717,-2.1046454879391283e-11,1.6343947844964834e-12,4.456245093018424e-22
1,0.05,22.5,0.39269908169872414,0.01913417161825449,0.0,0.04619397662556434,37,28.28123647832734,1.0381302776036205e-13,1.3015898796328813e-10,1.6941372924772114e-20
1,0.05,22.5,0.39269908169872414,0.01913417161825449,0.0,0.04619397662556434,38,28.281236478348614,-1.1331721566496575e-13,3.029978331217971e-11,9.180897095564099e-22
1,0.05,22.5,0.39269908169872414,0.01913417161825449,0.0,0.04619397662556434,39,28.291774942128974,2.1561458336449982e-14,-1.3882958037438952e-05,1.927365238692908e-10
1,0.05,22.5,0.39269908169872414,0.01913417161825449,0.0,0.04619397662556434,40,28.29177494215093,1.602210899657606e-14,-1.154104029658019e-06,1.3319561112728779e-12
1,0.05,22.5,0.39269908169872414,0.01913417161825449,0.0,0.04619397662556434,41,28.48692673989627,-1.1797739419837262e-12,1.0954813031046372e-09,1.2000806773183882e-18
